id,similarity
500,0.9999999999999998
502,0.6454972243679028
124,0.4879500364742666
10,0.48412291827592707
25,0.4830458915396479
62,0.47739603762933147
125,0.47387910220727386
381,0.4662524041201569
36,0.46188021535170054
310,0.4522670168666454
16,0.4472135954999579
40,0.42211588240886905
78,0.41962716370814124
525,0.4152697672499609
560,0.4110541536602924
131,0.4070457892053471
19,0.40451991747794525
329,0.4043680421515942
63,0.39999999999999997
135,0.3999999999999999
558,0.3955774026426199
498,0.39467610868816316
561,0.393863180721688
412,0.3872983346207417
564,0.38729833462074165
231,0.3803194146278324
307,0.3796283011826483
272,0.3796283011826483
325,0.3796283011826483
510,0.3796283011826483
571,0.3779644730092272
107,0.3779644730092272
457,0.3689323936863109
533,0.3651483716701107
456,0.36514837167011066
133,0.36514837167011066
421,0.36380343755449945
95,0.3614486980061245
520,0.3590924232298039
327,0.35805743701971643
593,0.35777087639996635
42,0.35777087639996635
177,0.35777087639996635
568,0.3550234734023465
220,0.35445877847928325
467,0.35355339059327373
557,0.35138211074996695
582,0.3492151478847891
101,0.3464101615137754
15,0.3451342449813167
186,0.3442651863295481
296,0.34156502553198664
595,0.34156502553198664
31,0.33806170189140655
459,0.337099931231621
489,0.337099931231621
93,0.33371190623595726
338,0.3333333333333333
454,0.3321819194149599
110,0.3265986323710904
8,0.3265986323710904
318,0.32646431254950525
388,0.32646431254950525
551,0.3263766828841098
211,0.3263766828841098
13,0.3263766828841098
394,0.32539568672798425
176,0.3227486121839514
503,0.3227486121839514
174,0.3227486121839514
109,0.3222516933177448
116,0.32128773156099955
30,0.3195048252113469
278,0.3195048252113469
399,0.3195048252113469
319,0.31754264805429416
531,0.31622776601683794
383,0.31622776601683794
97,0.31622776601683794
105,0.31304951684997057
524,0.31304951684997057
108,0.31304951684997057
469,0.30237157840738177
562,0.30123203803835463
65,0.30123203803835463
138,0.29999999999999993
453,0.2988071523335984
61,0.2988071523335984
214,0.2988071523335984
355,0.29814239699997197
320,0.2939873661036668
416,0.29277002188455997
230,0.29277002188455997
9,0.29277002188455997
387,0.2906591794880899
185,0.29019050004400465
326,0.2898754521821014
428,0.2876118708177639
565,0.28644594961577313
548,0.28603877677367767
458,0.28603877677367767
389,0.28603877677367767
405,0.2857738033247041
117,0.2857738033247041
415,0.2846049894151541
556,0.2811267651158746
286,0.2811267651158746
507,0.27975144247209416
20,0.27975144247209416
282,0.27975144247209416
223,0.27975144247209416
542,0.2795084971874737
43,0.2795084971874737
508,0.2795084971874737
521,0.2795084971874737
49,0.2795084971874737
158,0.2795084971874737
6,0.27937211830783126
390,0.27937211830783126
559,0.2766992952647332
80,0.2766992952647332
91,0.276432802575278
193,0.27386127875258304
182,0.27386127875258304
409,0.27386127875258304
121,0.27386127875258304
350,0.2727977357881894
14,0.27247463045653303
92,0.27247463045653303
202,0.27136021011998723
129,0.26967994498529685
64,0.26967994498529685
98,0.26967994498529685
527,0.2684377460965796
300,0.2683281572999747
100,0.2665569949915915
584,0.264575131106459
33,0.26352313834736496
222,0.26352313834736496
353,0.26352313834736496
90,0.26352313834736496
410,0.2631174057921088
229,0.2631174057921088
257,0.2620001293828119
192,0.2581988897471611
35,0.2581988897471611
317,0.2581988897471611
328,0.2581988897471611
53,0.2581988897471611
397,0.2581988897471611
276,0.2581988897471611
401,0.2581988897471611
438,0.2564945880212885
570,0.2546858159868053
66,0.2539166875385041
581,0.25354627641855493
547,0.25354627641855493
448,0.25354627641855493
150,0.25354627641855493
235,0.25354627641855493
50,0.2506402059138015
44,0.2506402059138015
576,0.25048971643405976
139,0.24999999999999994
299,0.24999999999999994
76,0.2491364395612199
197,0.24806946917841693
245,0.24693239916239737
586,0.24494897427831777
246,0.24445060351935236
224,0.2439750182371333
79,0.2439750182371333
301,0.23904572186687872
431,0.23904572186687872
419,0.23904572186687872
153,0.23904572186687872
289,0.23904572186687872
171,0.23904572186687872
126,0.23869801881466574
5,0.23836564731139803
274,0.23836564731139803
395,0.23717082451262844
434,0.23717082451262844
375,0.23717082451262844
413,0.2333333333333333
157,0.23312620206007845
414,0.23094010767585027
528,0.23094010767585027
451,0.23094010767585027
26,0.23078316568852544
164,0.22821773229381923
181,0.2267786838055363
333,0.22592402852876597
87,0.22360679774997896
146,0.22360679774997896
473,0.22360679774997896
128,0.22360679774997896
253,0.22360679774997896
218,0.22360679774997896
404,0.22360679774997896
291,0.22360679774997896
532,0.22360679774997896
173,0.22360679774997896
293,0.22360679774997896
184,0.22360679774997896
430,0.22360679774997896
330,0.22360679774997896
481,0.22360679774997896
530,0.22360679774997896
266,0.21926450482675733
86,0.21926450482675733
396,0.21693045781865616
123,0.21693045781865616
111,0.21693045781865616
242,0.21300321680756457
336,0.21213203435596423
294,0.21213203435596423
553,0.21213203435596423
189,0.21213203435596423
281,0.21128856368212912
160,0.21128856368212912
57,0.21081851067789195
12,0.20761369963434992
200,0.20761369963434992
11,0.2051956704170308
417,0.2051956704170308
155,0.2051956704170308
543,0.2051956704170308
137,0.20459830184114206
261,0.20225995873897262
463,0.20225995873897262
